District,Taluka,Village_Cluster,Latitude,Longitude,Season,Cane_Variety,Soil_Type,Irrigation_Method,Area_Harvested_Ha,Planting_Date,Harvest_Date,Harvest_Year,Avg_NDVI,Avg_EVI,Avg_LST_Celsius,Avg_Max_Temp_Celsius,Avg_Min_Temp_Celsius,Solar_Radiation_kWh,Avg_Humidity_Percent,Accumulated_Rainfall_mm,Yield_Tonnes_Ha
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_5,19.0831,75.0626,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,4.87,28-12-2022,30-12-2023,2023,0.624,0.468,30.3,32.2,24,5.87,72,536.3,116.76
Ahmednagar,Shevgaon,Shevgaon_Cluster_13,18.7764,74.3252,Adsali,CoM 0265,Medium Black,Flood,2.3,10-07-2021,14-11-2022,2022,0.631,0.506,34.9,36.8,19.8,6.57,80.1,801.6,138.77
Ahmednagar,Shrigonda,Shrigonda_Cluster_7,19.1473,74.4005,Pre-seasonal,VSI 434,Black Cotton,Drip,1.14,22-03-2021,05-04-2022,2022,0.733,0.509,30,32.2,20.2,5.43,54.4,505.3,150.53
Ahmednagar,Parner,Parner_Cluster_2,18.9383,75.0658,Suru,VSI 434,Clay Loam,Flood,0.78,22-11-2018,06-02-2020,2020,0.602,0.514,33.7,35.5,21,5.24,69.7,469.6,106.82
Ahmednagar,Rahata,Rahata_Cluster_16,18.7291,74.7351,Suru,VSI 434,Black Cotton,Flood,4.41,17-06-2020,12-10-2021,2021,0.617,0.547,36.4,38.2,20.7,5.4,68.4,584.8,112.24
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_10,19.0472,74.7999,Adsali,VSI 434,Medium Black,Flood,1.02,25-10-2019,06-02-2021,2021,0.768,0.609,31.8,34.1,18.5,5.97,57.3,433.3,151.99
Ahmednagar,Karjat,Karjat_Cluster_3,18.6684,74.5074,Pre-seasonal,VSI 434,Black Cotton,Drip,1.11,28-10-2020,17-02-2022,2022,0.805,0.643,22.9,25.3,22.3,4.61,56.4,274.5,144.75
Ahmednagar,Akole,Akole_Cluster_19,18.65,74.2239,Adsali,VSI 434,Black Cotton,Drip,4.39,24-05-2021,16-09-2022,2022,0.831,0.751,29.7,32.2,17.5,5.49,53.2,932.6,171.97
Ahmednagar,Shrigonda,Shrigonda_Cluster_11,18.8775,75.056,Suru,VSI 434,Clay Loam,Rainfed,4.73,31-08-2021,31-12-2022,2022,0.375,0.226,34.4,35.5,16.5,6.39,70.4,410.9,90.91
Ahmednagar,Parner,Parner_Cluster_15,19.4609,74.6067,Pre-seasonal,CoM 0265,Sandy Loam,Drip,2.04,06-09-2022,13-12-2023,2023,0.623,0.493,31.8,33.7,21.7,5.14,54.3,666.6,130.13
Ahmednagar,Sangamner,Sangamner_Cluster_3,18.5138,74.4777,Suru,VSI 434,Black Cotton,Drip,3.09,12-09-2018,17-01-2020,2020,0.53,0.393,32.5,34.1,18.8,5.6,56.5,418.2,114.59
Ahmednagar,Jamkhed,Jamkhed_Cluster_3,19.4404,74.7255,Adsali,VSI 434,Black Cotton,Flood,2.12,13-07-2022,04-10-2023,2023,0.85,0.558,31.2,33.8,19.1,5.93,62.6,344.9,174.32
Ahmednagar,Shevgaon,Shevgaon_Cluster_2,19.4589,74.4844,Suru,CoM 0265,Black Cotton,Flood,4.89,04-10-2020,07-12-2021,2021,0.672,0.524,32.6,34.6,18.4,5.61,63,420.7,131.45
Ahmednagar,Shevgaon,Shevgaon_Cluster_14,19.392,74.8749,Pre-seasonal,CoM 0265,Sandy Loam,Drip,1.15,22-08-2018,13-11-2019,2019,0.626,0.493,30.4,32.3,21.1,5.55,58.2,277.3,143.57
Ahmednagar,Kopargaon,Kopargaon_Cluster_9,19.177,74.6542,Pre-seasonal,Co 92005,Clay Loam,Rainfed,2.1,23-04-2021,25-06-2022,2022,0.594,0.568,30.7,32.5,23.5,5.42,62.6,555.9,115.04
Ahmednagar,Kopargaon,Kopargaon_Cluster_19,19.3506,74.309,Pre-seasonal,VSI 434,Black Cotton,Flood,2.61,12-10-2018,06-12-2019,2019,0.789,0.72,26.7,29.1,22.2,4.58,44.8,494.1,134.82
Ahmednagar,Shevgaon,Shevgaon_Cluster_17,18.9214,74.9343,Suru,CoM 0265,Black Cotton,Rainfed,3.2,26-08-2021,17-12-2022,2022,0.705,0.498,36,38.1,19.9,6.21,57.8,476.4,117.64
Ahmednagar,Kopargaon,Kopargaon_Cluster_20,18.6499,75.1882,Adsali,VSI 434,Black Cotton,Drip,4.58,18-12-2018,14-03-2020,2020,0.85,0.722,30.1,32.7,17.3,4.66,44.9,564.5,180
Ahmednagar,Akole,Akole_Cluster_19,18.681,74.7057,Pre-seasonal,Co 86032,Sandy Loam,Flood,3.12,03-08-2023,11-12-2024,2024,0.845,0.669,32.3,34.8,22.5,4.77,62.6,913.1,148.87
Ahmednagar,Akole,Akole_Cluster_14,19.3022,75.0353,Adsali,Co 86032,Clay Loam,Drip,4.44,12-10-2021,09-02-2023,2023,0.72,0.523,29.5,31.6,19.9,5.19,75.7,889.9,163.07
Ahmednagar,Rahuri,Rahuri_Cluster_13,18.838,74.3896,Adsali,VSI 434,Black Cotton,Drip,3.3,03-10-2019,09-02-2021,2021,0.85,0.619,32.9,35.5,19.5,5.39,65.7,462.1,165.59
Ahmednagar,Shrirampur,Shrirampur_Cluster_9,18.7912,74.8182,Suru,VSI 434,Medium Black,Rainfed,2.56,24-07-2023,26-07-2024,2024,0.52,0.357,34.7,36.3,19,5.69,54.5,523.3,76.17
Ahmednagar,Rahata,Rahata_Cluster_8,19.3585,74.4842,Adsali,Co 92005,Clay Loam,Drip,1.39,21-03-2023,11-05-2024,2024,0.748,0.614,31.9,34.2,18.4,5.1,70.9,483.5,145.52
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.1186,74.9319,Suru,VSI 434,Clay Loam,Rainfed,1.04,13-09-2019,24-12-2020,2020,0.457,0.346,32.3,33.7,15.9,6.16,55.4,661.4,96.77
Ahmednagar,Nevasa,Nevasa_Cluster_10,19.4328,75.0177,Suru,Co 92005,Clay Loam,Rainfed,0.82,30-01-2022,05-02-2023,2023,0.52,0.399,34.3,35.8,22.5,5.53,66.7,478.9,92.01
Ahmednagar,Pathardi,Pathardi_Cluster_15,19.1615,75.0427,Adsali,Co 86032,Sandy Loam,Drip,4.45,12-01-2018,03-04-2019,2019,0.85,0.687,29.5,32,19.4,4.82,56.7,411.5,164.45
Ahmednagar,Kopargaon,Kopargaon_Cluster_5,19.2954,75.1594,Suru,Co 92005,Clay Loam,Flood,3.76,28-05-2018,15-07-2019,2019,0.475,0.316,36.9,38.3,22,6.61,74,335.5,102.9
Ahmednagar,Pathardi,Pathardi_Cluster_1,18.5699,74.8961,Pre-seasonal,Co 92005,Black Cotton,Rainfed,1.99,13-09-2019,31-12-2020,2020,0.638,0.576,29.3,31.2,19.7,5.11,67.4,424.9,126.08
Ahmednagar,Parner,Parner_Cluster_4,19.2437,74.5304,Suru,CoM 0265,Sandy Loam,Flood,2.74,06-12-2020,18-04-2022,2022,0.618,0.431,30.6,32.5,20.6,6.52,62,436.5,114.62
Ahmednagar,Akole,Akole_Cluster_4,18.7842,74.9036,Suru,Co 86032,Medium Black,Drip,2.25,07-10-2018,29-11-2019,2019,0.733,0.635,30.1,32.3,17,6.53,73.2,824.4,152.84
Ahmednagar,Karjat,Karjat_Cluster_20,19.3674,74.2667,Suru,Co 86032,Sandy Loam,Drip,2.24,07-10-2017,13-02-2019,2019,0.457,0.364,32.3,33.7,21.3,7.08,54.9,265,119.34
Ahmednagar,Shrirampur,Shrirampur_Cluster_14,19.0115,74.7914,Pre-seasonal,VSI 434,Black Cotton,Rainfed,0.56,21-09-2022,22-09-2023,2023,0.514,0.392,27.6,29.1,21.2,4.76,52.3,346.1,97.11
Ahmednagar,Sangamner,Sangamner_Cluster_19,18.7854,74.7052,Pre-seasonal,Co 92005,Black Cotton,Flood,4.21,22-07-2022,04-08-2023,2023,0.829,0.666,30.7,33.2,23.6,5.18,72.4,520.3,147.06
Ahmednagar,Karjat,Karjat_Cluster_8,19.3092,74.7479,Pre-seasonal,VSI 434,Clay Loam,Rainfed,4.65,03-04-2023,19-04-2024,2024,0.591,0.369,30.6,32.3,20.8,5.9,54.4,405.3,119.68
Ahmednagar,Shevgaon,Shevgaon_Cluster_2,19.1492,74.4842,Suru,Co 86032,Sandy Loam,Rainfed,0.79,20-12-2022,06-03-2024,2024,0.55,0.458,30.4,32,21.5,5.81,57.8,493.1,121.82
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.0903,74.3656,Suru,Co 92005,Sandy Loam,Rainfed,3.62,28-01-2022,23-02-2023,2023,0.403,0.325,35,36.2,22,5.74,61.5,470.9,72.45
Ahmednagar,Karjat,Karjat_Cluster_6,19.0071,74.9816,Suru,VSI 434,Black Cotton,Flood,0.85,02-01-2021,21-01-2022,2022,0.583,0.487,32.7,34.5,21,6.56,82.4,393.5,140.15
Ahmednagar,Jamkhed,Jamkhed_Cluster_4,18.5686,74.6158,Suru,VSI 434,Medium Black,Flood,0.84,09-09-2023,25-11-2024,2024,0.53,0.455,34.5,36.1,16.9,6.1,58.7,269.8,99.1
Ahmednagar,Akole,Akole_Cluster_16,18.5944,75.0803,Suru,VSI 434,Sandy Loam,Flood,2.97,08-08-2022,08-12-2023,2023,0.529,0.371,30.5,32.1,23.5,6.13,67,931.1,109.61
Ahmednagar,Akole,Akole_Cluster_4,18.5684,74.852,Adsali,Co 92005,Clay Loam,Drip,1.48,20-11-2018,13-02-2020,2020,0.571,0.52,31.7,33.4,20.1,5.34,76.7,974.3,138.17
Ahmednagar,Akole,Akole_Cluster_7,18.9638,74.3678,Suru,CoM 0265,Clay Loam,Flood,3.33,21-12-2022,31-01-2024,2024,0.695,0.505,32.9,35,20.6,6.17,95,826.6,119.83
Ahmednagar,Parner,Parner_Cluster_4,19.161,74.5251,Adsali,Co 86032,Clay Loam,Flood,4.05,02-04-2018,16-06-2019,2019,0.741,0.628,28.2,30.4,19.2,5.2,71.1,490.5,157.16
Ahmednagar,Sangamner,Sangamner_Cluster_7,18.9247,75.0491,Suru,VSI 434,Medium Black,Rainfed,2.44,14-04-2022,12-08-2023,2023,0.555,0.392,33.8,35.4,22.5,5.83,67.1,365.4,84.28
Ahmednagar,Nevasa,Nevasa_Cluster_4,18.849,74.6657,Pre-seasonal,VSI 434,Black Cotton,Rainfed,0.7,06-12-2020,31-03-2022,2022,0.3,0.165,31.3,32.2,15.4,4.87,61,419.5,108.72
Ahmednagar,Shrigonda,Shrigonda_Cluster_13,18.8304,75.04,Suru,VSI 434,Clay Loam,Flood,4.65,14-12-2020,22-04-2022,2022,0.533,0.475,35.4,37,18.7,5.49,66.1,584.1,82.91
Ahmednagar,Parner,Parner_Cluster_1,18.6069,74.4608,Adsali,Co 92005,Medium Black,Rainfed,2.25,15-07-2021,08-10-2022,2022,0.465,0.452,31.4,32.8,21.5,6.42,79.1,460.5,131.66
Ahmednagar,Shevgaon,Shevgaon_Cluster_14,19.1669,75.1154,Adsali,Co 92005,Clay Loam,Drip,3.51,04-12-2022,20-02-2024,2024,0.85,0.67,31.6,34.1,18.4,4.92,41.4,382.6,157.36
Ahmednagar,Shevgaon,Shevgaon_Cluster_14,19.0267,74.7444,Suru,Co 92005,Black Cotton,Flood,2.23,15-03-2022,28-05-2023,2023,0.62,0.47,31.5,33.3,19.5,5.93,64.3,507.1,128.75
Ahmednagar,Rahuri,Rahuri_Cluster_14,19.1688,74.7195,Suru,VSI 434,Medium Black,Flood,0.52,25-05-2020,01-07-2021,2021,0.446,0.363,32.3,33.6,18.7,5.67,65.2,493.2,100.35
Ahmednagar,Sangamner,Sangamner_Cluster_9,18.5305,74.2543,Pre-seasonal,CoM 0265,Medium Black,Drip,0.67,26-11-2019,19-03-2021,2021,0.841,0.651,27.7,30.2,19.7,6.42,55,387.6,170.53
Ahmednagar,Akole,Akole_Cluster_5,18.8002,74.6764,Suru,Co 92005,Medium Black,Flood,0.85,05-11-2023,30-12-2024,2024,0.56,0.397,33.5,35.2,17.5,5.61,81.4,799.8,113.55
Ahmednagar,Jamkhed,Jamkhed_Cluster_20,19.2726,74.9257,Suru,VSI 434,Black Cotton,Rainfed,2.43,23-02-2023,20-06-2024,2024,0.399,0.325,36.5,37.7,18.3,5.93,71.9,324.6,73.17
Ahmednagar,Shrigonda,Shrigonda_Cluster_18,19.0186,74.8853,Adsali,CoM 0265,Medium Black,Rainfed,1.68,09-04-2018,07-05-2019,2019,0.764,0.56,29,31.3,20,5.72,53.1,539.7,117.15
Ahmednagar,Jamkhed,Jamkhed_Cluster_15,19.1117,74.8092,Suru,Co 86032,Sandy Loam,Flood,4.28,26-01-2023,07-03-2024,2024,0.614,0.489,36.6,38.4,21.9,6.14,46.3,378.8,104.56
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_18,18.7383,74.3452,Suru,Co 86032,Clay Loam,Drip,3.14,17-12-2019,21-01-2021,2021,0.785,0.602,33,35.3,17.7,6.73,88.4,777.5,143.02
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_12,18.578,74.49,Pre-seasonal,VSI 434,Clay Loam,Drip,1.9,14-03-2020,27-07-2021,2021,0.85,0.773,34,36.5,21.5,5.49,63.7,589.4,143.43
Ahmednagar,Akole,Akole_Cluster_4,18.9575,74.819,Pre-seasonal,CoM 0265,Sandy Loam,Drip,1.28,04-10-2020,18-11-2021,2021,0.614,0.53,32,33.9,22.7,6.01,66.5,945,161.69
Ahmednagar,Shrigonda,Shrigonda_Cluster_18,19.4561,74.2718,Pre-seasonal,VSI 434,Clay Loam,Rainfed,4.36,12-01-2021,06-04-2022,2022,0.662,0.477,30.6,32.5,21.9,5.26,49.3,349.9,117.3
Ahmednagar,Shrirampur,Shrirampur_Cluster_5,18.8521,74.9238,Suru,VSI 434,Clay Loam,Rainfed,3.99,03-02-2021,24-05-2022,2022,0.429,0.308,33.1,34.4,18.1,5.69,70.4,358.4,69
Ahmednagar,Rahata,Rahata_Cluster_19,19.2317,74.3461,Pre-seasonal,CoM 0265,Black Cotton,Drip,2.1,26-07-2021,25-11-2022,2022,0.717,0.549,28,30.1,21.2,6.29,59,632.5,153.1
Ahmednagar,Pathardi,Pathardi_Cluster_3,19.2757,75.073,Adsali,CoM 0265,Sandy Loam,Rainfed,2.95,13-03-2020,28-04-2021,2021,0.612,0.501,24.7,26.6,19.8,5.66,57.4,372.7,120.46
Ahmednagar,Kopargaon,Kopargaon_Cluster_7,19.2788,74.8601,Suru,CoM 0265,Sandy Loam,Drip,3.28,03-03-2022,18-03-2023,2023,0.575,0.447,32.1,33.8,19.2,5.92,45.6,670.1,118.2
Ahmednagar,Rahuri,Rahuri_Cluster_9,19.497,74.8905,Adsali,VSI 434,Medium Black,Drip,0.6,09-08-2019,30-11-2020,2020,0.639,0.426,30.5,32.4,20,5.17,71.6,606.4,149.49
Ahmednagar,Karjat,Karjat_Cluster_15,19.0734,74.5131,Adsali,CoM 0265,Sandy Loam,Flood,3.01,08-07-2020,13-11-2021,2021,0.57,0.412,28.1,29.8,18.2,5.62,76.4,297.7,155.06
Ahmednagar,Shevgaon,Shevgaon_Cluster_8,19.219,75.1271,Suru,VSI 434,Clay Loam,Rainfed,4.61,01-09-2023,08-11-2024,2024,0.429,0.372,34.6,35.8,24.2,6.5,44.9,421.2,75.44
Ahmednagar,Jamkhed,Jamkhed_Cluster_1,19.09,74.5519,Pre-seasonal,Co 86032,Clay Loam,Flood,2.59,29-08-2021,31-12-2022,2022,0.473,0.405,31.8,33.2,21.4,5.18,77.4,268.1,110.32
Ahmednagar,Shrirampur,Shrirampur_Cluster_18,18.6282,74.2816,Suru,CoM 0265,Clay Loam,Flood,1.18,10-01-2021,25-04-2022,2022,0.539,0.344,32.7,34.3,16.8,6.7,57.1,654.3,114.54
Ahmednagar,Rahata,Rahata_Cluster_8,19.4735,74.231,Suru,VSI 434,Clay Loam,Drip,2.89,23-02-2022,20-04-2023,2023,0.526,0.461,36.8,38.4,24.6,5.92,52.4,327.5,119.03
Ahmednagar,Shevgaon,Shevgaon_Cluster_4,19.2093,74.3141,Adsali,CoM 0265,Medium Black,Flood,3.88,12-08-2019,13-12-2020,2020,0.85,0.611,29.4,31.9,21.3,4.8,59.6,566.6,165.75
Ahmednagar,Shevgaon,Shevgaon_Cluster_3,18.5983,74.3847,Suru,CoM 0265,Medium Black,Rainfed,1.91,22-02-2021,05-06-2022,2022,0.578,0.436,31,32.7,21.3,5.86,64.4,502,104.9
Ahmednagar,Nevasa,Nevasa_Cluster_11,19.4198,74.7615,Suru,Co 92005,Black Cotton,Rainfed,3.18,30-11-2019,16-12-2020,2020,0.621,0.567,31.3,33.2,19.6,6.3,72.5,384.8,106.16
Ahmednagar,Rahuri,Rahuri_Cluster_3,19.3964,74.6506,Suru,Co 92005,Sandy Loam,Rainfed,0.85,16-04-2018,16-07-2019,2019,0.371,0.212,36.4,37.5,21.8,5.57,60.9,553.4,85
Ahmednagar,Akole,Akole_Cluster_20,19.2486,74.4765,Suru,CoM 0265,Black Cotton,Drip,4.2,06-07-2022,02-09-2023,2023,0.85,0.589,30.3,32.8,20.5,6.32,85.9,983.7,161.17
Ahmednagar,Pathardi,Pathardi_Cluster_14,18.939,74.5515,Suru,CoM 0265,Clay Loam,Flood,3.74,16-08-2019,30-10-2020,2020,0.614,0.493,35,36.8,16.6,6.75,59.2,533.2,120.13
Ahmednagar,Akole,Akole_Cluster_4,18.9839,74.9428,Adsali,Co 86032,Sandy Loam,Flood,2.42,22-04-2020,02-09-2021,2021,0.699,0.616,29.6,31.7,19.3,5.81,74.9,832.1,170.98
Ahmednagar,Kopargaon,Kopargaon_Cluster_16,19.1669,74.899,Pre-seasonal,Co 86032,Clay Loam,Flood,0.96,29-12-2020,03-02-2022,2022,0.652,0.503,30.2,32.1,16.7,5.8,70,611.8,132.46
Ahmednagar,Shevgaon,Shevgaon_Cluster_17,18.5649,74.9945,Suru,Co 86032,Clay Loam,Drip,3.88,02-04-2023,25-04-2024,2024,0.594,0.499,35,36.7,21,6.16,58.4,584.9,113.65
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_13,18.715,75.1337,Suru,Co 92005,Medium Black,Rainfed,3.53,05-04-2022,11-07-2023,2023,0.449,0.359,35.7,37,16.7,6.57,55.6,469.4,97.3
Ahmednagar,Shrigonda,Shrigonda_Cluster_16,18.7139,75.0672,Adsali,Co 92005,Medium Black,Drip,3.53,20-08-2022,10-10-2023,2023,0.85,0.692,26.7,29.2,19.5,6.58,48,456.5,175.14
Ahmednagar,Shrirampur,Shrirampur_Cluster_19,19.4947,74.6098,Suru,CoM 0265,Sandy Loam,Rainfed,4.55,08-05-2019,24-08-2020,2020,0.602,0.566,33.8,35.6,18.6,6.25,58.9,443,91.14
Ahmednagar,Kopargaon,Kopargaon_Cluster_17,19.3727,74.6483,Pre-seasonal,Co 86032,Sandy Loam,Drip,4.78,28-03-2019,24-04-2020,2020,0.757,0.567,27.7,30,22.8,5.25,60.4,584.5,145.91
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_8,18.5365,75.1437,Pre-seasonal,Co 92005,Black Cotton,Drip,2.81,03-08-2019,14-12-2020,2020,0.683,0.457,32.1,34.2,20.7,5.24,57.2,570,140.11
Ahmednagar,Karjat,Karjat_Cluster_14,19.4679,74.4955,Suru,VSI 434,Black Cotton,Drip,2.02,17-10-2017,01-02-2019,2019,0.592,0.412,32,33.8,17.4,5.26,69.7,249.1,141.52
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,18.9118,74.8635,Adsali,Co 86032,Black Cotton,Drip,2.14,03-10-2022,12-02-2024,2024,0.812,0.67,30.3,32.7,20.9,5.38,57,391.7,148.87
Ahmednagar,Sangamner,Sangamner_Cluster_3,18.7245,74.5024,Suru,Co 86032,Sandy Loam,Flood,0.58,25-09-2017,11-01-2019,2019,0.555,0.413,33.6,35.2,21.1,5.46,63.4,610.3,91.16
Ahmednagar,Shrirampur,Shrirampur_Cluster_12,18.5499,74.5127,Adsali,Co 86032,Black Cotton,Flood,0.61,12-04-2023,10-07-2024,2024,0.799,0.567,30.8,33.2,20.8,5.79,62.5,666.3,148.34
Ahmednagar,Parner,Parner_Cluster_18,19.1433,75.1981,Adsali,Co 92005,Medium Black,Rainfed,3.26,02-08-2019,09-09-2020,2020,0.617,0.445,31.1,32.9,22.2,5.67,53.2,642.9,127.45
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_6,19.0347,74.9741,Adsali,VSI 434,Black Cotton,Rainfed,2.1,22-02-2018,14-03-2019,2019,0.601,0.501,29,30.8,21.1,5.22,86.7,573.3,153.68
Ahmednagar,Karjat,Karjat_Cluster_15,19.2385,74.7337,Adsali,VSI 434,Black Cotton,Drip,1.69,15-05-2022,07-09-2023,2023,0.85,0.646,28.2,30.8,20.8,5.87,79.2,342.6,180
Ahmednagar,Sangamner,Sangamner_Cluster_4,19.3397,74.7631,Pre-seasonal,CoM 0265,Black Cotton,Drip,4.27,25-08-2019,12-12-2020,2020,0.85,0.647,32.9,35.4,18.7,4.76,51.4,525.6,172.92
Ahmednagar,Shrigonda,Shrigonda_Cluster_10,18.8593,74.9791,Pre-seasonal,CoM 0265,Black Cotton,Drip,2.29,11-07-2023,19-11-2024,2024,0.775,0.543,28.4,30.8,19.7,6.21,60.8,596.2,162.02
Ahmednagar,Sangamner,Sangamner_Cluster_19,18.5386,74.8908,Suru,Co 86032,Medium Black,Drip,4.12,10-06-2023,26-07-2024,2024,0.812,0.628,32.2,34.7,19,6,58.7,393.6,141.09
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,19.1512,74.4703,Suru,VSI 434,Black Cotton,Rainfed,1.77,18-03-2020,14-05-2021,2021,0.652,0.553,33.7,35.6,18.5,6.54,68.5,269,94.23
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_1,19.3759,74.429,Pre-seasonal,Co 86032,Black Cotton,Drip,1.25,24-09-2018,28-09-2019,2019,0.686,0.507,30.6,32.6,20.3,5.55,44,316.2,152.81
Ahmednagar,Shevgaon,Shevgaon_Cluster_6,18.7412,74.8206,Suru,Co 92005,Clay Loam,Flood,3.33,26-03-2023,24-07-2024,2024,0.452,0.332,34.8,36.1,21.6,6.06,51.6,681.3,94.86
Ahmednagar,Karjat,Karjat_Cluster_7,19.4129,75.0558,Pre-seasonal,Co 92005,Sandy Loam,Drip,2.44,04-04-2020,06-05-2021,2021,0.813,0.705,24.9,27.3,20.3,6.24,44.7,219.1,146.15
Ahmednagar,Shrirampur,Shrirampur_Cluster_19,18.8093,74.5337,Suru,Co 86032,Black Cotton,Rainfed,2.89,09-03-2019,02-07-2020,2020,0.407,0.323,36.5,37.7,19.6,6.47,68.4,486.9,88.28
Ahmednagar,Akole,Akole_Cluster_8,18.9028,74.5222,Suru,Co 86032,Clay Loam,Rainfed,2.76,22-11-2017,03-01-2019,2019,0.632,0.572,32.8,34.7,21.6,6.82,74.4,937.9,117.62
Ahmednagar,Nevasa,Nevasa_Cluster_20,18.9517,74.4985,Pre-seasonal,Co 86032,Clay Loam,Rainfed,3.42,25-06-2019,02-07-2020,2020,0.743,0.708,31.3,33.6,21.1,5.94,39.4,477.8,124.35
Ahmednagar,Shevgaon,Shevgaon_Cluster_1,19.3995,75.0634,Pre-seasonal,CoM 0265,Clay Loam,Flood,2.99,10-07-2018,29-07-2019,2019,0.524,0.545,32.8,34.4,17.4,5.16,45.6,386.4,121.39
Ahmednagar,Parner,Parner_Cluster_9,19.3454,75.1216,Pre-seasonal,VSI 434,Sandy Loam,Flood,3.4,20-03-2019,29-07-2020,2020,0.787,0.697,29.4,31.8,20.4,4.59,66.4,656.1,143.85
Ahmednagar,Kopargaon,Kopargaon_Cluster_4,18.8529,74.4065,Adsali,Co 86032,Clay Loam,Flood,0.85,25-03-2018,20-04-2019,2019,0.591,0.484,31.2,33,22.2,5.87,75,455.2,133.86
Ahmednagar,Shrirampur,Shrirampur_Cluster_16,19.4499,74.3926,Suru,CoM 0265,Medium Black,Rainfed,3.66,25-04-2021,13-05-2022,2022,0.63,0.501,27.9,29.8,20,5.98,56.5,339,106.27
Ahmednagar,Rahuri,Rahuri_Cluster_16,18.9248,74.4391,Adsali,Co 92005,Sandy Loam,Flood,4.68,08-10-2018,30-12-2019,2019,0.663,0.586,31.1,33.1,19.9,5.96,61.1,396.6,138.67
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.1945,74.5062,Adsali,VSI 434,Sandy Loam,Rainfed,3.81,22-09-2023,17-12-2024,2024,0.556,0.523,30.6,32.3,16.5,5.92,67.1,564.4,117.62
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,18.8437,74.8245,Adsali,VSI 434,Black Cotton,Rainfed,0.88,26-11-2022,22-12-2023,2023,0.749,0.553,32.8,35,20,5.48,70.7,454.3,143.85
Ahmednagar,Jamkhed,Jamkhed_Cluster_1,19.3733,74.7211,Suru,Co 86032,Sandy Loam,Rainfed,3.8,14-05-2018,28-08-2019,2019,0.392,0.246,36.7,37.8,23.3,6.11,74,333.4,56.98
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_1,18.7536,74.2494,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,2.73,11-12-2020,18-02-2022,2022,0.448,0.463,33.6,35,19.3,6.1,61.4,636.7,94.89
Ahmednagar,Nevasa,Nevasa_Cluster_11,19.1421,74.8213,Pre-seasonal,CoM 0265,Medium Black,Flood,1.55,16-07-2020,25-09-2021,2021,0.585,0.518,32.1,33.9,19.9,6.12,71.1,503,120.35
Ahmednagar,Kopargaon,Kopargaon_Cluster_1,18.8498,74.7927,Adsali,CoM 0265,Black Cotton,Rainfed,1.89,27-05-2021,09-08-2022,2022,0.508,0.437,32.9,34.4,20.1,6.98,54.3,655.8,126.65
Ahmednagar,Pathardi,Pathardi_Cluster_2,19.3262,74.2604,Suru,CoM 0265,Medium Black,Drip,0.63,04-06-2021,14-09-2022,2022,0.704,0.552,33,35.1,19.7,6.39,59.6,489.6,127.2
Ahmednagar,Pathardi,Pathardi_Cluster_5,19.1057,74.2864,Suru,VSI 434,Clay Loam,Drip,3.36,07-08-2020,09-11-2021,2021,0.662,0.574,36.2,38.2,23.7,6.46,62.2,386.6,120.4
Ahmednagar,Akole,Akole_Cluster_11,19.2286,74.2069,Adsali,Co 92005,Clay Loam,Flood,3.94,07-04-2023,22-05-2024,2024,0.631,0.482,29.1,31,19.3,5.06,78.4,720.4,162.56
Ahmednagar,Kopargaon,Kopargaon_Cluster_1,19.205,75.1896,Suru,Co 86032,Sandy Loam,Flood,0.54,23-12-2020,15-01-2022,2022,0.456,0.401,34.4,35.8,20.5,5.93,70,670.6,112.1
Ahmednagar,Nevasa,Nevasa_Cluster_3,18.7256,74.7251,Pre-seasonal,Co 92005,Clay Loam,Drip,2.2,18-08-2021,27-08-2022,2022,0.714,0.621,31,33.2,20.4,5.25,67.9,592.4,143.29
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,18.6926,74.6474,Adsali,CoM 0265,Black Cotton,Rainfed,1.46,22-08-2020,06-12-2021,2021,0.77,0.613,32.4,34.7,21,5.9,72.7,301.6,158.7
Ahmednagar,Nevasa,Nevasa_Cluster_12,18.8183,74.538,Pre-seasonal,Co 92005,Black Cotton,Drip,2.37,19-04-2023,31-05-2024,2024,0.688,0.549,30.4,32.4,20.3,5.75,54.1,654.5,146.33
Ahmednagar,Pathardi,Pathardi_Cluster_10,18.7942,74.8285,Adsali,CoM 0265,Medium Black,Flood,4.74,30-04-2018,17-08-2019,2019,0.572,0.419,30,31.8,24,5.71,69.1,535.5,141.5
